yun,riskqns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,images.started,fixation.stopped,images.stopped,qns.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
image2.jpg,"You are invited to a networking event with professionals in your field, but it's on the same day as a highly anticipated concert you've been looking forward to. Do you attend the networking event?",0,0,0,1,73.48529633390717,73.92174741695635,73.98320654197596,75.92267212481238,75.92267212481238,75.92267212481238,y,12.411601415136829,None,noload_1_sushree,001,2023-11-30_12h19.14.770,project_noload,2023.1.3,None,
image7.jpg,"You are offered a leadership role in a student organization, but it comes with increased responsibilities and time commitment. Do you accept the leadership role?",0,1,1,6,88.42271845880896,88.86791245895438,88.91652008402161,90.86108658392914,90.86869279202074,90.86869279202074,n,7.403386374237016,None,noload_1_sushree,001,2023-11-30_12h19.14.770,project_noload,2023.1.3,None,
image6.jpg,"You receive a job offer for a position related to your field of study, but it requires relocating to a different city. Do you accept the job offer?",0,2,2,5,98.31016533402726,98.77750420896336,98.79946258384734,100.76723262481391,100.7775086669717,100.7775086669717,y,5.103624582057819,None,noload_1_sushree,001,2023-11-30_12h19.14.770,project_noload,2023.1.3,None,
image5.jpg,You're invited to a major social event the night before a crucial exam. Do you attend the event?,0,3,3,4,105.91766008385457,106.37750491686165,106.4115664998535,108.36674004187807,108.3861457919702,108.3861457919702,y,7.648485165089369,None,noload_1_sushree,001,2023-11-30_12h19.14.770,project_noload,2023.1.3,None,
image3.jpg,A friend suggests investing in a startup with great potential but a high level of risk. Do you contribute financially to the startup?,0,4,4,2,116.08168562501669,116.53568949992768,116.57796729193069,118.53585195890628,118.53585195890628,118.53585195890628,n,9.348589207045734,None,noload_1_sushree,001,2023-11-30_12h19.14.770,project_noload,2023.1.3,None,
image4.jpg,"You have the chance to participate in a study abroad program during a semester, but it means delaying your graduation by one semester. Do you choose to study abroad?",0,5,5,3,127.92780362488702,128.8276727090124,128.8276727090124,130.81786266691051,130.3862532088533,130.3862532088533,y,15.431129332166165,None,noload_1_sushree,001,2023-11-30_12h19.14.770,project_noload,2023.1.3,None,
image1.jpg,You have the option to take a challenging elective course that aligns with your interests but has a reputation for being demanding. Do you enroll in the course?,0,6,6,0,145.8605340840295,146.3197627919726,146.3506618749816,148.31935849995352,148.31935849995352,148.31935849995352,y,13.792813999112695,None,noload_1_sushree,001,2023-11-30_12h19.14.770,project_noload,2023.1.3,None,
